[shard 10] 0/70000000 seeds, 1 converged
[shard 10] 46092000/70000000 seeds, 46092001 converged
[shard 10] 46094000/70000000 seeds, 46094001 converged
[shard 10] 46096000/70000000 seeds, 46096001 converged
[shard 10] 46098000/70000000 seeds, 46098001 converged
[shard 10] 46100000/70000000 seeds, 46100001 converged
[shard 10] 46102000/70000000 seeds, 46102001 converged
[shard 10] 46104000/70000000 seeds, 46104001 converged
[shard 10] 46106000/70000000 seeds, 46106001 converged
[shard 10] 46108000/70000000 seeds, 46108001 converged
[shard 10] 46110000/70000000 seeds, 46110001 converged
[shard 10] 46112000/70000000 seeds, 46112001 converged
[shard 10] 46114000/70000000 seeds, 46114001 converged
[shard 10] 46116000/70000000 seeds, 46116001 converged
[shard 10] 46118000/70000000 seeds, 46118001 converged
[shard 10] 46120000/70000000 seeds, 46120001 converged
[shard 10] 46122000/70000000 seeds, 46122001 converged
[shard 10] 46124000/70000000 seeds, 46124001 converged
[shard 10] 46126000/70000000 seeds, 46126001 converged
[shard 10] 46128000/70000000 seeds, 46128001 converged
[shard 10] 46130000/70000000 seeds, 46130001 converged
[shard 10] 46132000/70000000 seeds, 46132001 converged
[shard 10] 46134000/70000000 seeds, 46134001 converged
[shard 10] 46136000/70000000 seeds, 46136001 converged
[shard 10] 46138000/70000000 seeds, 46138001 converged
[shard 10] 46140000/70000000 seeds, 46140001 converged
[shard 10] 46142000/70000000 seeds, 46142001 converged
[shard 10] 46144000/70000000 seeds, 46144001 converged
[shard 10] 46146000/70000000 seeds, 46146001 converged
[shard 10] 46148000/70000000 seeds, 46148001 converged
[shard 10] 46150000/70000000 seeds, 46150001 converged
[shard 10] 46152000/70000000 seeds, 46152001 converged
[shard 10] 46154000/70000000 seeds, 46154001 converged
[shard 10] 46156000/70000000 seeds, 46156001 converged
[shard 10] 46158000/70000000 seeds, 46158001 converged
[shard 10] 46160000/70000000 seeds, 46160001 converged
[shard 10] 46162000/70000000 seeds, 46162001 converged
[shard 10] 46164000/70000000 seeds, 46164001 converged
[shard 10] 46166000/70000000 seeds, 46166001 converged
[shard 10] 46168000/70000000 seeds, 46168001 converged
[shard 10] 46170000/70000000 seeds, 46170001 converged
[shard 10] 46172000/70000000 seeds, 46172001 converged
[shard 10] 46174000/70000000 seeds, 46174001 converged
[shard 10] 46176000/70000000 seeds, 46176001 converged
[shard 10] 46178000/70000000 seeds, 46178001 converged
[shard 10] 46180000/70000000 seeds, 46180001 converged
[shard 10] 46182000/70000000 seeds, 46182001 converged
[shard 10] 46184000/70000000 seeds, 46184001 converged
[shard 10] 46186000/70000000 seeds, 46186001 converged
[shard 10] 46188000/70000000 seeds, 46188001 converged
[shard 10] 46190000/70000000 seeds, 46190001 converged
[shard 10] 46192000/70000000 seeds, 46192001 converged
[shard 10] 46194000/70000000 seeds, 46194001 converged
[shard 10] 46196000/70000000 seeds, 46196001 converged
[shard 10] 46198000/70000000 seeds, 46198001 converged
[shard 10] 46200000/70000000 seeds, 46200001 converged
[shard 10] 46202000/70000000 seeds, 46202001 converged
[shard 10] 46204000/70000000 seeds, 46204001 converged
[shard 10] 46206000/70000000 seeds, 46206001 converged
[shard 10] 46208000/70000000 seeds, 46208001 converged
[shard 10] 46210000/70000000 seeds, 46210001 converged
[shard 10] 46212000/70000000 seeds, 46212001 converged
[shard 10] 46214000/70000000 seeds, 46214001 converged
[shard 10] 46216000/70000000 seeds, 46216001 converged
[shard 10] 46218000/70000000 seeds, 46218001 converged
[shard 10] 46220000/70000000 seeds, 46220001 converged
[shard 10] 46222000/70000000 seeds, 46222001 converged
[shard 10] 46224000/70000000 seeds, 46224001 converged
[shard 10] 46226000/70000000 seeds, 46226001 converged
[shard 10] 46228000/70000000 seeds, 46228001 converged
[shard 10] 46230000/70000000 seeds, 46230001 converged
[shard 10] 46232000/70000000 seeds, 46232001 converged
[shard 10] 46234000/70000000 seeds, 46234001 converged
[shard 10] 46236000/70000000 seeds, 46236001 converged
[shard 10] 46238000/70000000 seeds, 46238001 converged
[shard 10] 46240000/70000000 seeds, 46240001 converged
[shard 10] 46242000/70000000 seeds, 46242001 converged
[shard 10] 46244000/70000000 seeds, 46244001 converged
[shard 10] 46246000/70000000 seeds, 46246001 converged
[shard 10] 46248000/70000000 seeds, 46248001 converged
[shard 10] 46250000/70000000 seeds, 46250001 converged
[shard 10] 46252000/70000000 seeds, 46252001 converged
[shard 10] 46254000/70000000 seeds, 46254001 converged
[shard 10] 46256000/70000000 seeds, 46256001 converged
[shard 10] 46258000/70000000 seeds, 46258001 converged
[shard 10] 46260000/70000000 seeds, 46260001 converged
[shard 10] 46262000/70000000 seeds, 46262001 converged
[shard 10] 46264000/70000000 seeds, 46264001 converged
[shard 10] 46266000/70000000 seeds, 46266001 converged
[shard 10] 46268000/70000000 seeds, 46268001 converged
[shard 10] 46270000/70000000 seeds, 46270001 converged
[shard 10] 46272000/70000000 seeds, 46272001 converged
[shard 10] 46274000/70000000 seeds, 46274001 converged
[shard 10] 46276000/70000000 seeds, 46276001 converged
[shard 10] 46278000/70000000 seeds, 46278001 converged
[shard 10] 46280000/70000000 seeds, 46280001 converged
[shard 10] 46282000/70000000 seeds, 46282001 converged
[shard 10] 46284000/70000000 seeds, 46284001 converged
[shard 10] 46286000/70000000 seeds, 46286001 converged
[shard 10] 46288000/70000000 seeds, 46288001 converged
[shard 10] 46290000/70000000 seeds, 46290001 converged
[shard 10] 46292000/70000000 seeds, 46292001 converged
[shard 10] 46294000/70000000 seeds, 46294001 converged
[shard 10] 46296000/70000000 seeds, 46296001 converged
[shard 10] 46298000/70000000 seeds, 46298001 converged
[shard 10] 46300000/70000000 seeds, 46300001 converged
[shard 10] 46302000/70000000 seeds, 46302001 converged
[shard 10] 46304000/70000000 seeds, 46304001 converged
[shard 10] 46306000/70000000 seeds, 46306001 converged
[shard 10] 46308000/70000000 seeds, 46308001 converged
[shard 10] 46310000/70000000 seeds, 46310001 converged
[shard 10] 46312000/70000000 seeds, 46312001 converged
[shard 10] 46314000/70000000 seeds, 46314001 converged
[shard 10] 46316000/70000000 seeds, 46316001 converged
[shard 10] 46318000/70000000 seeds, 46318001 converged
[shard 10] 46320000/70000000 seeds, 46320001 converged
[shard 10] 46322000/70000000 seeds, 46322001 converged
[shard 10] 46324000/70000000 seeds, 46324001 converged
[shard 10] 46326000/70000000 seeds, 46326001 converged
[shard 10] 46328000/70000000 seeds, 46328001 converged
[shard 10] 46330000/70000000 seeds, 46330001 converged
[shard 10] 46332000/70000000 seeds, 46332001 converged
[shard 10] 46334000/70000000 seeds, 46334001 converged
[shard 10] 46336000/70000000 seeds, 46336001 converged
[shard 10] 46338000/70000000 seeds, 46338001 converged
[shard 10] 46340000/70000000 seeds, 46340001 converged
[shard 10] 46342000/70000000 seeds, 46342001 converged
[shard 10] 46344000/70000000 seeds, 46344001 converged
[shard 10] 46346000/70000000 seeds, 46346001 converged
[shard 10] 46348000/70000000 seeds, 46348001 converged
[shard 10] 46350000/70000000 seeds, 46350001 converged
[shard 10] 46352000/70000000 seeds, 46352001 converged
[shard 10] 46354000/70000000 seeds, 46354001 converged
[shard 10] 46356000/70000000 seeds, 46356001 converged
[shard 10] 46358000/70000000 seeds, 46358001 converged
[shard 10] 46360000/70000000 seeds, 46360001 converged
[shard 10] 46362000/70000000 seeds, 46362001 converged
[shard 10] 46364000/70000000 seeds, 46364001 converged
[shard 10] 46366000/70000000 seeds, 46366001 converged
[shard 10] 46368000/70000000 seeds, 46368001 converged
[shard 10] 46370000/70000000 seeds, 46370001 converged
[shard 10] 46372000/70000000 seeds, 46372001 converged
[shard 10] 46374000/70000000 seeds, 46374001 converged
[shard 10] 46376000/70000000 seeds, 46376001 converged
[shard 10] 46378000/70000000 seeds, 46378001 converged
[shard 10] 46380000/70000000 seeds, 46380001 converged
[shard 10] 46382000/70000000 seeds, 46382001 converged
[shard 10] 46384000/70000000 seeds, 46384001 converged
[shard 10] 46386000/70000000 seeds, 46386001 converged
[shard 10] 46388000/70000000 seeds, 46388001 converged
[shard 10] 46390000/70000000 seeds, 46390001 converged
[shard 10] 46392000/70000000 seeds, 46392001 converged
[shard 10] 46394000/70000000 seeds, 46394001 converged
[shard 10] 46396000/70000000 seeds, 46396001 converged
[shard 10] 46398000/70000000 seeds, 46398001 converged
[shard 10] 46400000/70000000 seeds, 46400001 converged
[shard 10] 46402000/70000000 seeds, 46402001 converged
[shard 10] 46404000/70000000 seeds, 46404001 converged
[shard 10] 46406000/70000000 seeds, 46406001 converged
[shard 10] 46408000/70000000 seeds, 46408001 converged
[shard 10] 46410000/70000000 seeds, 46410001 converged
[shard 10] 46412000/70000000 seeds, 46412001 converged
[shard 10] 46414000/70000000 seeds, 46414001 converged
[shard 10] 46416000/70000000 seeds, 46416001 converged
[shard 10] 46418000/70000000 seeds, 46418001 converged
[shard 10] 46420000/70000000 seeds, 46420001 converged
[shard 10] 46422000/70000000 seeds, 46422001 converged
[shard 10] 46424000/70000000 seeds, 46424001 converged
[shard 10] 46426000/70000000 seeds, 46426001 converged
[shard 10] 46428000/70000000 seeds, 46428001 converged
[shard 10] 46430000/70000000 seeds, 46430001 converged
[shard 10] 46432000/70000000 seeds, 46432001 converged
[shard 10] 46434000/70000000 seeds, 46434001 converged
[shard 10] 46436000/70000000 seeds, 46436001 converged
[shard 10] 46438000/70000000 seeds, 46438001 converged
[shard 10] 46440000/70000000 seeds, 46440001 converged
[shard 10] 46442000/70000000 seeds, 46442001 converged
[shard 10] 46444000/70000000 seeds, 46444001 converged
[shard 10] 46446000/70000000 seeds, 46446001 converged
[shard 10] 46448000/70000000 seeds, 46448001 converged
[shard 10] 46450000/70000000 seeds, 46450001 converged
[shard 10] 46452000/70000000 seeds, 46452001 converged
[shard 10] 46454000/70000000 seeds, 46454001 converged
[shard 10] 46456000/70000000 seeds, 46456001 converged
[shard 10] 46458000/70000000 seeds, 46458001 converged
[shard 10] 46460000/70000000 seeds, 46460001 converged
[shard 10] 46462000/70000000 seeds, 46462001 converged
[shard 10] 46464000/70000000 seeds, 46464001 converged
[shard 10] 46466000/70000000 seeds, 46466001 converged
[shard 10] 46468000/70000000 seeds, 46468001 converged
[shard 10] 46470000/70000000 seeds, 46470001 converged
[shard 10] 46472000/70000000 seeds, 46472001 converged
[shard 10] 46474000/70000000 seeds, 46474001 converged
[shard 10] 46476000/70000000 seeds, 46476001 converged
[shard 10] 46478000/70000000 seeds, 46478001 converged
[shard 10] 46480000/70000000 seeds, 46480001 converged
[shard 10] 46482000/70000000 seeds, 46482001 converged
[shard 10] 46484000/70000000 seeds, 46484001 converged
[shard 10] 46486000/70000000 seeds, 46486001 converged
[shard 10] 46488000/70000000 seeds, 46488001 converged
[shard 10] 46490000/70000000 seeds, 46490001 converged
[shard 10] 46492000/70000000 seeds, 46492001 converged
[shard 10] 46494000/70000000 seeds, 46494001 converged
[shard 10] 46496000/70000000 seeds, 46496001 converged
[shard 10] 46498000/70000000 seeds, 46498001 converged
[shard 10] 46500000/70000000 seeds, 46500001 converged
[shard 10] 46502000/70000000 seeds, 46502001 converged
[shard 10] 46504000/70000000 seeds, 46504001 converged
[shard 10] 46506000/70000000 seeds, 46506001 converged
[shard 10] 46508000/70000000 seeds, 46508001 converged
[shard 10] 46510000/70000000 seeds, 46510001 converged
[shard 10] 46512000/70000000 seeds, 46512001 converged
[shard 10] 46514000/70000000 seeds, 46514001 converged
[shard 10] 46516000/70000000 seeds, 46516001 converged
[shard 10] 46518000/70000000 seeds, 46518001 converged
[shard 10] 46520000/70000000 seeds, 46520001 converged
[shard 10] 46522000/70000000 seeds, 46522001 converged
[shard 10] 46524000/70000000 seeds, 46524001 converged
[shard 10] 46526000/70000000 seeds, 46526001 converged
[shard 10] 46528000/70000000 seeds, 46528001 converged
[shard 10] 46530000/70000000 seeds, 46530001 converged
[shard 10] 46532000/70000000 seeds, 46532001 converged
[shard 10] 46534000/70000000 seeds, 46534001 converged
[shard 10] 46536000/70000000 seeds, 46536001 converged
[shard 10] 46538000/70000000 seeds, 46538001 converged
[shard 10] 46540000/70000000 seeds, 46540001 converged
[shard 10] 46542000/70000000 seeds, 46542001 converged
[shard 10] 46544000/70000000 seeds, 46544001 converged
[shard 10] 46546000/70000000 seeds, 46546001 converged
[shard 10] 46548000/70000000 seeds, 46548001 converged
[shard 10] 46550000/70000000 seeds, 46550001 converged
[shard 10] 46552000/70000000 seeds, 46552001 converged
[shard 10] 46554000/70000000 seeds, 46554001 converged
[shard 10] 46556000/70000000 seeds, 46556001 converged
[shard 10] 46558000/70000000 seeds, 46558001 converged
[shard 10] 46560000/70000000 seeds, 46560001 converged
[shard 10] 46562000/70000000 seeds, 46562001 converged
[shard 10] 46564000/70000000 seeds, 46564001 converged
[shard 10] 46566000/70000000 seeds, 46566001 converged
[shard 10] 46568000/70000000 seeds, 46568001 converged
[shard 10] 46570000/70000000 seeds, 46570001 converged
[shard 10] 46572000/70000000 seeds, 46572001 converged
[shard 10] 46574000/70000000 seeds, 46574001 converged
[shard 10] 46576000/70000000 seeds, 46576001 converged
[shard 10] 46578000/70000000 seeds, 46578001 converged
[shard 10] 46580000/70000000 seeds, 46580001 converged
[shard 10] 46582000/70000000 seeds, 46582001 converged
[shard 10] 46584000/70000000 seeds, 46584001 converged
[shard 10] 46586000/70000000 seeds, 46586001 converged
[shard 10] 46588000/70000000 seeds, 46588001 converged
[shard 10] 46590000/70000000 seeds, 46590001 converged
[shard 10] 46592000/70000000 seeds, 46592001 converged
[shard 10] 46594000/70000000 seeds, 46594001 converged
[shard 10] 46596000/70000000 seeds, 46596001 converged
[shard 10] 46598000/70000000 seeds, 46598001 converged
[shard 10] 46600000/70000000 seeds, 46600001 converged
[shard 10] 46602000/70000000 seeds, 46602001 converged
[shard 10] 46604000/70000000 seeds, 46604001 converged
[shard 10] 46606000/70000000 seeds, 46606001 converged
[shard 10] 46608000/70000000 seeds, 46608001 converged
[shard 10] 46610000/70000000 seeds, 46610001 converged
[shard 10] 46612000/70000000 seeds, 46612001 converged
[shard 10] 46614000/70000000 seeds, 46614001 converged
[shard 10] 46616000/70000000 seeds, 46616001 converged
[shard 10] 46618000/70000000 seeds, 46618001 converged
[shard 10] 46620000/70000000 seeds, 46620001 converged
[shard 10] 46622000/70000000 seeds, 46622001 converged
[shard 10] 46624000/70000000 seeds, 46624001 converged
[shard 10] 46626000/70000000 seeds, 46626001 converged
[shard 10] 46628000/70000000 seeds, 46628001 converged
[shard 10] 46630000/70000000 seeds, 46630001 converged
[shard 10] 46632000/70000000 seeds, 46632001 converged
[shard 10] 46634000/70000000 seeds, 46634001 converged
[shard 10] 46636000/70000000 seeds, 46636001 converged
[shard 10] 46638000/70000000 seeds, 46638001 converged
[shard 10] 46640000/70000000 seeds, 46640001 converged
[shard 10] 46642000/70000000 seeds, 46642001 converged
[shard 10] 46644000/70000000 seeds, 46644001 converged
[shard 10] 46646000/70000000 seeds, 46646001 converged
[shard 10] 46648000/70000000 seeds, 46648001 converged
[shard 10] 46650000/70000000 seeds, 46650001 converged
[shard 10] 46652000/70000000 seeds, 46652001 converged
[shard 10] 46654000/70000000 seeds, 46654001 converged
[shard 10] 46656000/70000000 seeds, 46656001 converged
[shard 10] 46658000/70000000 seeds, 46658001 converged
[shard 10] 46660000/70000000 seeds, 46660001 converged
[shard 10] 46662000/70000000 seeds, 46662001 converged
[shard 10] 46664000/70000000 seeds, 46664001 converged
[shard 10] 46666000/70000000 seeds, 46666001 converged
[shard 10] 46668000/70000000 seeds, 46668001 converged
[shard 10] 46670000/70000000 seeds, 46670001 converged
[shard 10] 46672000/70000000 seeds, 46672001 converged
[shard 10] 46674000/70000000 seeds, 46674001 converged
[shard 10] 46676000/70000000 seeds, 46676001 converged
[shard 10] 46678000/70000000 seeds, 46678001 converged
[shard 10] 46680000/70000000 seeds, 46680001 converged
[shard 10] 46682000/70000000 seeds, 46682001 converged
[shard 10] 46684000/70000000 seeds, 46684001 converged
[shard 10] 46686000/70000000 seeds, 46686001 converged
[shard 10] 46688000/70000000 seeds, 46688001 converged
[shard 10] 46690000/70000000 seeds, 46690001 converged
[shard 10] 46692000/70000000 seeds, 46692001 converged
[shard 10] 46694000/70000000 seeds, 46694001 converged
